2007	1	7 9 5	105	wzy	0	0.00
2007	2	1 6 8	102	wss	0	0.00
2007	3	0 1 9	102	wss	0	0.00
2007	4	0 1 8	102	wss	0	0.00
2007	6	7 3 3	109	iop	0	0.00
2007	7	3 8 6	109	iop	0	0.00
2008	8	0 2 6	106	dh	0	0.00
2008	9	4 2 5	106	dh	0	0.00
2008	10	3 8 3	106	dh	0	0.00
2008	11	5 6 3	104	yq	0	0.00
2008	12	1 4 1	104	yq	0	0.00
2008	13	4 5 7	104	yq	0	0.00
2009	14	7 6 9	104	yq	0	0.00
2009	15	8 6 8	104	yq	0	0.00
2009	16	4 2 4	104	yq	0	0.00
2009	17	8 7 8	104	yq	0	0.00
2010	18	1 2 7	104	yq	0	0.00
2010	19	1 5 2	104	yq	0	0.00
2010	20	9 0 4	104	yq	0	0.00
2010	21	0 7 7	104	yq	0	0.00
2010	22	7 7 8	104	yq	0	0.00
2010	23	0 0 6	104	yq	0	0.00
2011	24	5 8 8	104	yq	0	0.00
2011	25	2 0 2	104	yq	0	0.00
2011	26	5 7 6	104	yq	0	0.00
2011	27	4 3 2	104	yq	0	0.00
2011	28	3 4 3	104	yq	0	0.00
2011	29	9 2 0	104	yq	0	0.00
2012	30	7 1 0	104	yq	0	0.00
2012	31	5 1 1	104	yq	0	0.00
2012	32	5 6 3	104	yq	0	0.00
2012	33	1 3 6	104	yq	0	0.00
2012	34	4 6 7	104	yq	0	0.00
2013	35	1 2 3	104	yq	0	0.00
2014	36	1 2 3	104	yq	0	0.00
2015	37	8 4 4	107	tr	0	0.00
2015	38	7 0 9	107	tr	0	0.00
2015	39	7 2 0	107	tr	0	0.00
2015	40	5 8 7	107	tr	0	0.00
2015	41	6 5 1	107	tr	0	0.00
2015	42	3 8 7	107	tr	0	0.00
2015	43	3 7 5	104	yq	0	0.00
2015	44	6 3 6	104	yq	0	0.00
2015	45	4 2 2	104	yq	0	0.00
2015	46	4 4 8	105	wzy	0	0.00
2015	47	0 3 0	105	wzy	0	0.00
2015	48	1 9 4	105	wzy	0	0.00
2015	49	2 6 5	105	wzy	0	0.00
2015	50	4 1 3	105	wzy	0	0.00
2015	51	9 1 1	102	wss	0	0.00
2015	52	0 0 5	102	wss	0	0.00
2015	53	5 3 1	102	wss	0	0.00
2015	54	2 9 2	102	wss	0	0.00
2015	55	3 0 9	102	wss	0	0.00
2016	56	6 6 0	104	yq	0	0.00
2016	57	3 7 0	104	yq	0	0.00
2016	58	5 5 1	104	yq	0	0.00
2016	59	5 4 4	104	yq	0	0.00
2016	60	4 8 8	104	yq	0	0.00
2017	61	8 7 5	104	yq	0	0.00
2017	62	3 3 8	104	yq	0	0.00
2017	63	0 1 0	104	yq	0	0.00
2017	64	9 3 6	104	yq	0	0.00
2017	65	8 7 1	104	yq	0	0.00
2019	66	3 2 4	104	yq	0	0.00
2019	67	3 0 3	104	yq	0	0.00
2019	68	6 8 3	104	yq	0	0.00
2019	69	7 7 4	104	yq	0	0.00
2019	70	4 3 0	104	yq	0	0.00
2020	71	9 1 2	104	yq	0	0.00
2020	72	2 7 7	104	yq	0	0.00
2020	73	0 5 3	104	yq	0	0.00
2020	74	3 6 5	104	yq	0	0.00
2020	75	7 0 6	104	yq	0	0.00
2021	76	0 3 4	104	yq	0	0.00
2021	77	6 5 7	104	yq	0	0.00
2021	78	8 6 9	104	yq	0	0.00
2021	79	1 3 7	104	yq	0	0.00
2021	80	9 3 1	104	yq	0	0.00
2029	81	5 8 7	106	dh	0	0.00
2029	82	0 5 0	106	dh	0	0.00
2029	83	7 7 7	106	dh	1	4.00
2029	84	8 8 2	106	dh	0	0.00
2029	85	6 0 8	106	dh	0	0.00
2029	86	6 9 5	105	wzy	0	0.00
2029	87	9 7 5	105	wzy	1	4.00
2029	88	3 1 2	105	wzy	1	4.00
2029	89	0 3 0	105	wzy	0	0.00
2029	90	4 6 5	105	wzy	0	0.00
2030	91	2 9 5	105	wzy	1	10.00
2030	92	0 6 8	105	wzy	0	0.00
2030	93	8 9 7	105	wzy	0	0.00
2030	94	2 3 9	105	wzy	2	50.00
2030	95	5 1 8	105	wzy	1	10.00
2030	96	2 6 8	107	tr	1	10.00
2030	97	1 4 0	107	tr	0	0.00
2030	98	4 5 4	107	tr	0	0.00
2030	99	8 8 8	107	tr	0	0.00
2030	100	0 1 3	107	tr	1	10.00
2031	101	9 8 0	105	wzy	0	0.00
2031	102	1 1 2	105	wzy	1	10.00
2031	103	2 3 0	105	wzy	0	0.00
2031	104	9 5 4	105	wzy	0	0.00
2031	105	4 8 7	105	wzy	0	0.00
2032	106	3 4 5	106	dh	0	0.00
2032	107	9 6 7	106	dh	0	0.00
2032	108	9 8 0	106	dh	0	0.00
2032	109	2 8 7	106	dh	0	0.00
2032	110	3 0 6	106	dh	0	0.00
2033	111	6 8 5	112	ddh	0	0.00
2033	112	0 7 5	112	ddh	0	0.00
2033	113	4 1 2	112	ddh	0	0.00
2033	114	2 4 1	112	ddh	1	2.00
2033	115	6 3 7	112	ddh	0	0.00
2034	116	9 9 2	112	ddh	0	0.00
2034	117	7 5 9	112	ddh	0	0.00
2034	118	8 0 3	112	ddh	0	0.00
2034	119	8 7 7	112	ddh	0	0.00
